id,page_key,section_key,eyebrow,title,subtitle,body,image_url,button_label,button_url,is_visible,sort_order,created_at,updated_at,secondary_button_label,secondary_button_url,content,admin_label,section_type
c558ce9a-9542-44e7-96df-c16c0470ab75,paint-your-own-pottery,good_to_know,Good to know,Before you come.,null,null,null,null,null,true,70,2026-08-26 10:19:46.402081+00,2026-08-26 10:19:46.402081+00,null,null,"{""items"":[{""text"":""No pottery or painting experience is required."",""title"":""Experience""},{""text"":""Standard glazing and firing are included in the experience."",""title"":""Glazing & firing""},{""text"":""Finished pieces are collected after glazing and firing is complete."",""title"":""Collection""},{""text"":""Pricing can vary depending on the pottery piece you choose."",""title"":""Piece pricing""}]}",Good To Know,cards
6a2b9774-e375-4b73-9d45-a7edca70b583,paint-your-own-pottery,group_cta,Coming with friends?,PYOP works really well for groups too.,null,"Birthdays, friends, family days and private groups can all enjoy a relaxed pottery painting session together.",null,Explore group experiences,/team-building,true,80,2026-08-26 10:19:46.402081+00,2026-08-26 10:19:46.402081+00,null,null,{},Group CTA,cta
1540efa2-1d08-44af-8b95-be9b78e893e9,paint-your-own-pottery,final_cta,Ready to paint?,Choose a session and make something yours.,null,Check upcoming Crafteris sessions and find a date that works for you.,null,See upcoming sessions,/whats-on,true,90,2026-08-26 10:19:46.402081+00,2026-08-26 10:19:46.402081+00,null,null,{},Final CTA,cta
352c6f7c-b51f-4b32-8b07-75b8c595569f,programmes,hero,PROGRAMMES & COURSES,Go deeper into your craft.,null,Build your skills over several sessions with guided pottery and glass programmes designed for curious makers.,https://jvfdolruhnatwyiijoyx.supabase.co/storage/v1/object/public/studio-media/website-content/c91309e9-c469-4b35-bdb7-7583ee908d46.png,Explore programmes,#programmes,true,10,2026-08-26 09:47:10.051054+00,2026-08-26 09:50:00.508491+00,null,null,"{""items"":[]}",Hero,hero
e9435801-c9cd-424c-8283-c52d044cff5f,programmes,intro,LEARN OVER TIME,"More time to learn, practise and create.",null,"Programmes are designed for people who want more than a single creative session. You will return to the studio over several dates, developing your technique and creating more ambitious work as you go.",null,null,null,true,20,2026-08-26 09:47:10.051054+00,2026-08-26 09:47:10.051054+00,null,null,{},Programme Introduction,standard
1d2760d7-019e-4746-949c-d0e9ca6c00c3,programmes,catalogue,CURRENT PROGRAMMES,Choose what you want to explore.,null,"Pottery, glass and creative learning paths with more time to develop your skills.",null,null,null,true,30,2026-08-26 09:47:10.051054+00,2026-08-26 09:47:10.051054+00,null,null,{},Programme Catalogue,dynamic
6c0057b6-2f41-407a-9c9f-1dc8e2ced16e,programmes,difference,WORKSHOP OR PROGRAMME?,Choose the pace that suits you.,null,null,null,null,null,true,40,2026-08-26 09:47:10.051054+00,2026-08-26 09:47:10.051054+00,null,null,"{""items"":[{""text"":""Perfect for trying something new, enjoying a creative day or making one focused piece."",""title"":""Workshops"",""button_url"":""/workshops"",""button_label"":""Explore workshops""},{""text"":""Best when you want to build confidence, practise techniques and progress over several sessions."",""title"":""Programmes"",""button_url"":""#programmes"",""button_label"":""Explore programmes""}]}",Workshop or Programme,cards
1888307d-2943-41ff-83ce-c45039d6c3db,programmes,final_cta,READY TO MAKE?,See what's happening at the studio.,null,Browse upcoming workshop and programme dates.,null,See what's on,/whats-on,true,50,2026-08-26 09:47:10.051054+00,2026-08-26 09:47:10.051054+00,null,null,{},Final CTA,cta
b9d3a834-3761-4ff6-b98b-b7f4107d9a86,shop,hero,STUDIO SHOP,Handmade pieces worth keeping.,null,"Discover pottery, glass and creative objects made at the studio.",/shop/shop-hero.png,Explore the shop,#products,true,10,2026-08-26 10:01:27.905937+00,2026-08-26 10:01:27.905937+00,null,null,{},Hero,hero
7dec51ce-0262-4e11-bc67-09912000f523,shop,intro,MADE AT THE STUDIO,Small-batch pieces with their own character.,null,"Our shop brings together handmade pottery, glass pieces, decorative objects and occasional one-off studio creations.",null,null,null,true,20,2026-08-26 10:01:27.905937+00,2026-08-26 10:01:27.905937+00,null,null,{},Shop Introduction,standard
43e7f0f3-5716-4e8a-810c-3457359864ce,shop,products,SHOP THE STUDIO,Available pieces.,null,Browse the handmade pieces currently available from the studio.,null,Ask about this piece,/contact,true,30,2026-08-26 10:01:27.905937+00,2026-08-26 10:01:27.905937+00,null,null,{},Product Catalogue,dynamic
0d5b6beb-1e5a-4e7a-834f-5cff98675503,shop,about,FROM THE STUDIO,Created by hand.,null,null,null,null,null,true,40,2026-08-26 10:01:27.905937+00,2026-08-26 10:01:27.905937+00,null,null,"{""items"":[{""text"":""Pieces are made in limited quantities rather than mass-produced."",""title"":""Small-batch work""},{""text"":""Small variations are part of what makes handmade work special."",""title"":""Made with character""},{""text"":""Discover pieces designed and made within the Crafteris creative studio."",""title"":""Studio originals""}]}",Why Our Pieces,cards
cbe89229-86a5-49dd-b5db-efc5f794eb00,shop,final_cta,LOOKING FOR A GIFT?,Give someone the chance to make.,null,Gift vouchers are also available for creative experiences at the studio.,null,Explore gift vouchers,/gift-vouchers,true,50,2026-08-26 10:01:27.905937+00,2026-08-26 10:01:27.905937+00,null,null,{},Gift Voucher CTA,cta
b2ae5822-f0b1-4aa8-a433-07006cc2c9eb,team-building,hero,Corporate • Private Groups • Schools,"Bring people together, creatively.",null,"Step away from the usual group activity and make something together. Crafteris offers relaxed pottery and glass experiences for teams, celebrations, schools and private groups.",/team-building/team-building.jpg,Explore group experiences,#experiences,true,10,2026-08-26 10:27:58.588527+00,2026-08-26 10:27:58.588527+00,Plan your group visit,/contact,{},Hero,hero
dee03f37-88e9-494c-b1cb-593bd87e0eba,team-building,group_types,Made for groups,A different way to spend time together.,null,"No presentations, no awkward activities. Just a welcoming studio, good conversation and something creative to make together.",null,null,null,true,20,2026-08-26 10:27:58.588527+00,2026-08-26 10:27:58.588527+00,null,null,"{""items"":[{""text"":""Give your team a relaxed creative experience away from the usual office routine."",""title"":""Corporate Teams""},{""text"":""Plan a creative session for friends, birthdays, celebrations or special occasions."",""title"":""Private Groups""},{""text"":""Hands-on creative activities designed around groups, learning and shared making."",""title"":""Schools & Students""}]}",Group Types,cards
192ca994-9198-47a3-945e-803221720a60,team-building,experiences,Choose an experience,Pottery or glass. You choose.,null,"We can help you choose the right activity depending on your group size, available time and the kind of experience you want.",null,null,null,true,30,2026-08-26 10:27:58.588527+00,2026-08-26 10:27:58.588527+00,null,null,"{""items"":[{""meta"":""Pottery"",""text"":""Create with clay through pottery painting, hand building or a guided pottery activity."",""title"":""Pottery Experience"",""duration"":""From 90 minutes"",""image_url"":""/workshops/pottery-taster.png"",""group_size"":""Flexible group sizes""},{""meta"":""Glass"",""text"":""Design colourful fused glass pieces in a guided session that works well for groups."",""title"":""Fused Glass Experience"",""duration"":""Around 2 hours"",""image_url"":""/workshops/fused-glass.png"",""group_size"":""Flexible group sizes""},{""meta"":""Glass"",""text"":""Discover stained glass techniques and work together on a creative hands-on activity."",""title"":""Stained Glass Experience"",""duration"":""From 2.5 hours"",""image_url"":""/workshops/stained-glass.png"",""group_size"":""Smaller groups recommended""}]}",Group Experiences,cards
dc938c23-97e4-47d7-ae67-3aaa1213cc9c,team-building,why,Why Crafteris?,"Relaxed, social and genuinely hands-on.",null,"Creative activities give people something to focus on together, without forcing conversation or competition.",/workshops/how-it-works.png,Ask about your group,/contact,true,40,2026-08-26 10:27:58.588527+00,2026-08-26 10:27:58.588527+00,null,null,"{""items"":[{""title"":""No previous experience needed""},{""title"":""Guided by the Crafteris team""},{""title"":""Pottery and glass options available""},{""title"":""Suitable for different group types""},{""title"":""Everyone creates something of their own""}]}",Why Crafteris,feature
15ed392c-6648-4147-9bdd-5e86fc9d7a52,team-building,process,Planning is simple,From idea to studio day.,null,null,null,null,null,true,50,2026-08-26 10:27:58.588527+00,2026-08-26 10:27:58.588527+00,null,null,"{""items"":[{""text"":""Let us know your group size, preferred date, occasion and what kind of experience you are looking for."",""title"":""Tell us about your group""},{""text"":""We'll help you choose pottery or glass and shape the session around your group."",""title"":""Choose the experience""},{""text"":""Arrive at the studio, relax and enjoy a guided creative experience together."",""title"":""Come and create""}]}",Planning Process,cards
29b09d1d-770d-482f-99ea-7530017102f3,team-building,custom,Need something different?,We can shape the session around your group.,null,"Group experiences do not always have to follow a standard public workshop format. Depending on availability, we can discuss timing, activity choice and the overall structure of your visit.",null,Tell us what you're planning,/contact,true,60,2026-08-26 10:27:58.588527+00,2026-08-26 10:27:58.588527+00,null,null,{},Custom Experience,cta
4a99f77f-f816-48b8-998c-4e539938c9ed,team-building,final_cta,Plan your visit,Ready to make something together?,null,Tell us about your group and we'll help you find the right creative experience.,null,Contact Crafteris,/contact,true,70,2026-08-26 10:27:58.588527+00,2026-08-26 10:27:58.588527+00,null,null,{},Final CTA,cta
3ae4557f-72e8-4b9f-97a4-99f278d056a8,visit,hero,Visit Crafteris,Come see where things get made.,null,"Step into our Malta studio for pottery, glass, workshops, courses, independent making and a little creative inspiration.",/visit/visit-hero.png,Plan your visit,#plan-your-visit,true,10,2026-08-26 10:04:40.886156+00,2026-08-26 10:04:40.886156+00,Browse workshops,/workshops,{},Hero,hero
02cd06b3-aa10-4572-aa1b-13edddfa1380,visit,intro,Inside Crafteris,"A working studio, not just somewhere to visit.",null,"Crafteris brings pottery and glass together under one roof. Depending on the day, you might find workshops taking place, members working independently or new pieces being finished in the studio.",null,null,null,true,20,2026-08-26 10:04:40.886156+00,2026-08-26 10:04:40.886156+00,null,null,"{""items"":[{""text"":""Book a pottery or glass experience and spend a few creative hours with us."",""title"":""Come for a workshop""},{""text"":""Stop by, see the space, browse handmade pieces and discover what happens at Crafteris."",""title"":""Visit the studio""},{""text"":""Courses and memberships give you more ways to make Crafteris part of your creative routine."",""title"":""Return as a maker""}]}",Inside Crafteris,cards
578c0f32-db95-4879-b5d1-35f04099a951,visit,plan_visit,Plan your visit,Find us in Malta.,null,"Visit the studio for workshops, programmes, membership sessions, shopping and creative experiences.",/visit/studio-exterior.png,Contact the studio,/contact,true,30,2026-08-26 10:04:40.886156+00,2026-08-26 10:04:40.886156+00,See upcoming sessions,/whats-on,"{""items"":[{""meta"":""We'll add the confirmed full studio address here before launch."",""text"":""Malta"",""title"":""Crafteris Studio""}]}",Plan Your Visit,feature
18f437c6-18cb-4b06-bf14-00158c37f4db,visit,opening_hours,Opening hours,When to visit.,null,"Studio opening times may change around courses, private events and public holidays, so check before making a special journey.",null,null,null,true,40,2026-08-26 10:04:40.886156+00,2026-08-26 10:04:40.886156+00,null,null,"{""note"":""These hours are currently sample content and should be replaced with the confirmed Crafteris opening hours before launch."",""items"":[{""text"":""09:00 – 18:00"",""title"":""Monday""},{""text"":""09:00 – 18:00"",""title"":""Tuesday""},{""text"":""09:00 – 18:00"",""title"":""Wednesday""},{""text"":""09:00 – 18:00"",""title"":""Thursday""},{""text"":""09:00 – 18:00"",""title"":""Friday""},{""text"":""10:00 – 17:00"",""title"":""Saturday""},{""text"":""Closed"",""title"":""Sunday""}]}",Opening Hours,standard
9d7c6324-8308-4bee-bf65-53c2ac82105f,visit,travel,Getting here,However you're travelling.,null,Give yourself enough time to arrive comfortably before your booked session.,null,null,null,true,50,2026-08-26 10:04:40.886156+00,2026-08-26 10:04:40.886156+00,null,null,"{""items"":[{""text"":""Plan a little extra time for parking, especially during busy workshop periods."",""title"":""By car""},{""text"":""Crafteris can be reached using Malta's public transport network. Check your route before travelling."",""title"":""By public transport""},{""text"":""Taxi and ride-hailing services are an easy option when travelling from another part of Malta."",""title"":""Taxi / ride service""}]}",Getting Here,cards
2999a7d1-681b-4d22-bb2b-15c725b31f64,visit,studio,Before you arrive,Come ready to make a little mess.,null,"Creative work can get messy. Wear comfortable clothing and something you won't mind getting a little clay, paint or studio dust on.\n\nIf your booking requires anything specific, you'll receive the details before your session.",/visit/studio-inside.png,Read our FAQs,/faqs,true,60,2026-08-26 10:04:40.886156+00,2026-08-26 10:04:40.886156+00,null,null,{},Before You Arrive,feature
c9f3b485-4648-4371-83f4-ed0bdb311dc7,visit,accessibility,Accessibility,Need something before your visit?,null,"If you have accessibility requirements or need additional support during your visit, contact us before your booking and we'll do our best to help.",null,Contact Crafteris,/contact,true,70,2026-08-26 10:04:40.886156+00,2026-08-26 10:04:40.886156+00,null,null,{},Accessibility,standard
73d7d5b4-42f0-4c44-9db4-bc0e40a4f6c0,visit,final_cta,Ready to come in?,Choose something to make.,null,Browse upcoming pottery and glass experiences and find your next reason to visit the studio.,null,Browse workshops,/workshops,true,80,2026-08-26 10:04:40.886156+00,2026-08-26 10:04:40.886156+00,Explore courses,/programmes,{},Final CTA,cta
de3c74b9-56e6-4faa-b063-4f3645bc5c63,whats-on,hero,null,null,null,null,null,null,null,true,10,2026-08-27 08:49:44.812244+00,2026-08-27 08:49:44.812244+00,null,null,{},Hero,hero
6287c330-a574-47cc-9603-6efb619d760d,whats-on,filters,null,null,null,null,null,null,null,true,20,2026-08-27 08:49:44.812244+00,2026-08-27 08:49:44.812244+00,null,null,{},Filters,standard
73902d93-3265-4e77-a9a8-62550b1fbfc1,whats-on,events,null,null,null,null,null,null,null,true,30,2026-08-27 08:49:44.812244+00,2026-08-27 08:49:44.812244+00,null,null,{},Events,standard
e0788523-c549-4996-8af1-1964961d3a98,whats-on,pyop,null,null,null,null,null,null,null,true,40,2026-08-27 08:49:44.812244+00,2026-08-27 08:49:44.812244+00,null,null,{},Paint Your Own Pottery,standard
ac7789a3-44db-46f7-8e2e-ebc09ab8e0ab,whats-on,final_cta,null,null,null,null,null,null,null,true,50,2026-08-27 08:49:44.812244+00,2026-08-27 08:49:44.812244+00,null,null,{},Final CTA,cta
6215e3da-dccd-479f-bbed-e3d855be3b78,workshops,hero,Workshops at Crafteris,Come in curious. Leave with something you made.,null,"Discover pottery and glass through relaxed, hands-on workshops designed for beginners, friends, couples and anyone who wants to try something creative.",/workshops/workshops-hero.png,Browse workshops,#workshops,true,10,2026-08-26 09:44:12.771221+00,2026-08-27 08:52:26.913782+00,See what's on,/whats-on,{},Hero,hero
3f2fd162-feb9-4b06-a0ff-5c1f19e8dccf,workshops,intro,Designed to be easy,"Your first workshop should feel exciting, not intimidating.",null,null,null,null,null,true,20,2026-08-26 09:44:12.771221+00,2026-08-27 08:52:26.922174+00,null,null,"{""items"":[{""text"":""Many of our workshops are designed for complete beginners."",""title"":""No experience needed""},{""text"":""We provide the tools, equipment and guidance you need during your session."",""title"":""Everything is prepared""},{""text"":""Leave with a piece you created yourself, or collect it after firing and finishing."",""title"":""Make something real""}]}",Workshop Benefits,cards
073b51dc-80e0-4bc8-9f86-80f143ba396c,workshops,catalogue,Choose your workshop,What would you like to make?,null,Explore pottery and glass workshops and find the experience that suits you best.,null,null,null,true,30,2026-08-26 09:44:12.771221+00,2026-08-27 08:52:26.918091+00,null,null,{},Workshop Catalogue,dynamic
4a2b3bea-dda3-4e5b-bb4a-0288e5961f73,workshops,how_it_works,How it works,"Book, arrive, create.",null,null,/workshops/how-it-works.png,Find a session,/whats-on,true,40,2026-08-26 09:44:12.771221+00,2026-08-27 08:52:26.918092+00,null,null,"{""items"":[{""text"":""Pick the activity, date and time that works best for you."",""title"":""Choose your workshop""},{""text"":""We'll have everything ready and guide you through the session."",""title"":""Come to the studio""},{""text"":""Create your piece, enjoy the process and leave with something worth keeping."",""title"":""Make something yours""}]}",How It Works,feature
3b71a854-c268-416a-8972-6aedf69ee18d,workshops,group_cta,Coming with others?,Make it a private creative experience.,null,"Planning a team day, school visit, birthday or private group session? We can help you organise an experience around your group.",null,Explore private experiences,/team-building,true,50,2026-08-26 09:44:12.771221+00,2026-08-27 08:52:26.918455+00,null,null,{},Private Groups CTA,cta
